City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
casper,42.87,-106.31,93.99,14,1,11.41,US,1598212549
warrenton,-28.11,24.85,54.82,41,0,7.02,ZA,1598212790
jiangkou,25.49,119.2,80.6,83,90,8.95,CN,1598212650
liverpool,53.41,-2.98,61.0,77,75,8.05,GB,1598212618
shimoda,34.67,138.95,70.0,93,78,1.01,JP,1598212564
la palma,33.85,-118.05,93.0,55,1,6.93,US,1598212791
port hardy,50.7,-127.42,55.4,87,75,8.05,CA,1598212791
rio gallegos,-51.62,-69.22,44.6,30,20,21.92,AR,1598212521
tongzi,28.78,105.09,71.44,92,100,12.1,CN,1598212709
karpogory,64.0,44.45,58.8,92,100,7.99,RU,1598212791
hervey bay,-25.3,152.85,50.0,39,0,8.05,AU,1598212745
vostok,46.49,135.88,52.5,86,98,3.09,RU,1598212601
maltahohe,-24.83,16.98,56.98,30,0,10.85,NA,1598212791
bucerias,20.75,-105.33,89.01,62,20,5.82,MX,1598212791
rincon,32.3,-81.24,82.4,69,75,9.17,US,1598212791
regina,50.45,-104.62,79.0,31,40,3.36,CA,1598212509
abu kamal,34.45,40.92,84.2,21,0,15.03,SY,1598212791
dickinson,29.46,-95.05,93.99,43,75,9.17,US,1598212676
kijang,35.24,129.21,77.0,83,53,1.12,KR,1598212791
zambezi,-13.54,23.1,66.92,29,0,5.03,ZM,1598212791
nueva loja,0.08,-76.88,73.4,78,90,4.7,EC,1598212792
beira,-19.84,34.84,62.6,93,0,5.82,MZ,1598212792
najran,17.49,44.13,91.4,17,100,4.7,SA,1598212792
peniche,39.36,-9.38,71.01,85,0,8.01,PT,1598212792
burgeo,47.62,-57.62,65.28,71,0,18.7,CA,1598212792
northam,51.03,-4.22,61.0,86,100,10.0,GB,1598212792
buncrana,55.13,-7.45,55.4,82,75,9.17,IE,1598212792
bahia blanca,-38.72,-62.27,63.95,38,6,15.59,AR,1598212792
suseni,46.67,25.55,60.01,80,14,0.96,RO,1598212792
dekar,-21.53,21.93,59.95,46,0,4.68,BW,1598212792
kawambwa,-9.79,29.08,69.89,43,84,7.11,ZM,1598212792
atikokan,48.76,-91.62,80.24,55,28,5.35,CA,1598212792
mirnyy,62.54,113.96,41.0,65,0,4.47,RU,1598212792
nha trang,12.25,109.18,82.4,88,20,4.7,VN,1598212792
aquiraz,-3.9,-38.39,82.4,65,88,16.11,BR,1598212792
namatanai,-3.67,152.43,76.19,89,100,3.98,PG,1598212792
lake charles,30.21,-93.2,95.0,52,40,11.41,US,1598212793
crateus,-5.18,-40.68,94.66,17,36,6.46,BR,1598212793
atar,20.52,-13.05,103.6,20,26,10.54,MR,1598212793
aranda de duero,41.67,-3.69,67.6,50,100,9.42,ES,1598212793
ostrovnoy,68.05,39.51,58.23,89,37,17.16,RU,1598212606
medak,18.03,78.27,75.0,74,100,6.87,IN,1598212793
kiunga,-6.12,141.29,71.08,97,98,3.02,PG,1598212793
barcelona,41.39,2.16,79.0,74,40,6.93,ES,1598212793
roald,62.58,6.13,51.8,71,75,12.75,NO,1598212793
suntar,62.14,117.63,40.82,74,0,3.31,RU,1598212793
batagay-alyta,67.8,130.41,35.71,87,100,8.3,RU,1598212793
timra,62.49,17.33,60.01,71,100,5.82,SE,1598212793
muravlenko,63.79,74.52,53.31,91,100,7.05,RU,1598212793
geraldton,-28.77,114.6,48.2,93,75,6.93,AU,1598212572
morbegno,46.14,9.57,73.99,63,0,1.01,IT,1598212793
sinazongwe,-17.26,27.46,68.79,46,81,3.13,ZM,1598212794
maralal,1.1,36.7,60.13,77,70,5.93,KE,1598212794
sola,-13.88,167.55,80.76,83,86,9.78,VU,1598212670
la tuque,47.43,-72.78,72.21,53,93,7.87,CA,1598212603
millau,44.08,2.92,62.6,67,23,6.93,FR,1598212794
liberal,37.04,-100.92,96.8,28,1,18.34,US,1598212794
riviere-au-renard,49.0,-64.4,64.4,55,75,6.93,CA,1598212794
nantucket,41.28,-70.1,73.99,88,90,10.29,US,1598212536
fortuna,40.6,-124.16,69.01,77,20,9.17,US,1598212583
bamiantong,44.93,130.53,62.46,91,100,3.67,CN,1598212794
talcahuano,-36.72,-73.12,55.4,71,100,26.4,CL,1598212794
brewster,41.4,-73.62,88.0,51,20,10.29,US,1598212794
karasburg,-28.02,18.75,62.06,28,0,5.55,NA,1598212794
pachino,36.72,15.09,82.99,62,0,1.01,IT,1598212794
labuhan,-6.88,112.21,77.13,81,15,6.78,ID,1598212693
garachine,8.06,-78.36,82.4,75,97,7.09,PA,1598212794
hualmay,-11.1,-77.61,66.38,66,6,8.99,PE,1598212795
nyurba,63.28,118.33,39.27,86,0,3.44,RU,1598212795
barra patuca,15.8,-84.28,86.92,70,1,10.71,HN,1598212795
kamaishi,39.27,141.88,72.43,80,100,2.37,JP,1598212795
vila velha,-20.33,-40.29,73.0,60,41,18.34,BR,1598212795
maceio,-9.67,-35.74,80.6,65,20,10.29,BR,1598212795
rosario,-32.95,-60.64,72.0,26,0,18.34,AR,1598212773
alice springs,-23.7,133.88,48.2,42,0,4.81,AU,1598212710
byron bay,-28.65,153.62,50.0,59,0,9.17,AU,1598212669
da nang,16.07,108.22,78.8,94,40,3.36,VN,1598212795
taveta,-3.4,37.67,73.4,60,75,13.87,KE,1598212795
russkaya polyana,49.42,31.92,65.98,43,0,7.63,UA,1598212663
brae,60.4,-1.35,51.8,66,92,11.41,GB,1598212795
yerbogachen,61.28,108.01,46.04,68,0,6.53,RU,1598212795
carballo,43.21,-8.69,66.99,88,0,6.93,ES,1598212796
westport,41.14,-73.36,84.99,69,1,9.17,US,1598212643
luba,3.46,8.55,76.01,84,100,5.86,GQ,1598212796
ipixuna,-1.76,-48.8,78.8,88,75,12.75,BR,1598212796
klaksvik,62.23,-6.59,46.4,81,79,8.05,FO,1598212796
ilulissat,69.22,-51.1,46.4,52,0,3.36,GL,1598212566
san andres,12.58,-81.7,86.0,74,20,4.7,CO,1598212623
kushmurun,52.45,64.63,56.46,83,0,7.72,KZ,1598212796
xianyang,34.34,108.7,72.0,94,100,6.71,CN,1598212796
la rioja,42.25,-2.5,71.6,53,12,1.12,ES,1598212796
bela vista,-22.11,-56.52,73.6,61,12,6.38,BR,1598212796
phulabani,20.47,84.23,74.41,90,93,3.18,IN,1598212796
babstovo,48.12,132.48,59.94,95,82,3.85,RU,1598212796
homer,59.64,-151.55,59.0,82,90,1.61,US,1598212797
thongwa,16.76,96.53,78.8,94,75,4.7,MM,1598212797
mehamn,71.04,27.85,55.4,87,100,3.36,NO,1598212797
padang,-0.95,100.35,78.51,72,97,4.36,ID,1598212797
joshimath,30.57,79.57,66.42,60,68,0.94,IN,1598212797
munxar,36.03,14.23,82.0,88,0,6.93,MT,1598212797
shetpe,44.17,52.12,67.59,52,100,13.58,KZ,1598212797
caborca,30.58,-111.1,102.0,37,0,3.0,MX,1598212797
hodosa,46.63,24.82,75.2,69,62,4.7,RO,1598212797
whitecourt,54.15,-115.69,68.0,37,40,13.87,CA,1598212797
lufilufi,-13.87,-171.6,77.0,94,40,27.34,WS,1598212797
deputatskiy,69.3,139.9,30.45,99,100,3.15,RU,1598212797
ruidoso,33.33,-105.67,88.0,17,1,12.75,US,1598212547
kursavka,44.46,42.51,64.0,82,12,2.24,RU,1598212798
sitka,57.05,-135.33,60.8,77,90,4.7,US,1598212605
santa cruz,-17.8,-63.17,78.8,36,0,14.99,BO,1598212666
high level,58.52,-117.14,59.0,82,90,5.82,CA,1598212798
atambua,-9.11,124.89,66.76,63,10,4.83,ID,1598212580
harrison,30.41,-89.04,86.0,62,40,10.29,US,1598212798
verkhoyansk,67.54,133.38,39.87,87,93,4.54,RU,1598212643
epiniana,39.14,21.61,68.0,70,0,1.01,GR,1598212798
bilibino,68.05,166.44,39.2,89,100,3.42,RU,1598212798
pacific grove,36.62,-121.92,79.0,60,40,3.36,US,1598212680
tsiroanomandidy,-18.77,46.03,62.67,57,0,4.61,MG,1598212798
pietarsaari,63.65,22.68,62.01,87,20,9.17,FI,1598212798
morondava,-20.28,44.28,73.27,85,0,4.21,MG,1598212798
puerto narino,-3.77,-70.38,71.6,83,90,2.24,CO,1598212798
dumai,1.68,101.45,72.81,95,53,1.66,ID,1598212798
middle island,40.88,-72.94,82.99,69,1,10.29,US,1598212798
rawlins,41.79,-107.24,91.4,11,1,10.09,US,1598212799
banda aceh,5.56,95.32,79.48,81,88,6.76,ID,1598212799
honolulu,21.31,-157.86,84.2,58,20,12.75,US,1598212604
wageningen,51.97,5.67,61.0,82,20,3.36,NL,1598212799
purpe,64.48,76.69,46.0,93,75,4.27,RU,1598212799
port-cartier,50.03,-66.87,64.4,52,20,6.93,CA,1598212799
florianopolis,-27.61,-48.5,66.99,72,75,4.7,BR,1598212501
shieli,44.17,66.75,78.13,30,0,8.7,KZ,1598212611
korla,41.76,86.15,86.0,50,0,2.46,CN,1598212655
ekibastuz,51.67,75.37,60.44,74,88,5.57,KZ,1598212799
andros town,24.7,-77.77,84.2,74,75,26.4,BS,1598212799
rawson,-43.3,-65.1,65.08,28,93,9.22,AR,1598212799
luz,-19.8,-45.69,66.09,58,98,5.37,BR,1598212799
shelburne,44.08,-80.2,87.8,43,20,9.17,CA,1598212799
nizwa,22.93,57.53,87.73,50,100,4.97,OM,1598212799
mitsamiouli,-11.38,43.28,75.94,70,42,1.81,KM,1598212799
paka,4.64,103.44,75.2,94,4,5.64,MY,1598212799
masuda,34.67,131.85,78.8,78,20,5.82,JP,1598212800
garissa,-0.45,39.64,75.2,67,56,20.56,KE,1598212713
yushu,44.8,126.53,65.32,90,100,7.36,CN,1598212800
coria,39.99,-6.54,87.01,22,3,1.99,ES,1598212800
atherton,53.52,-2.49,61.0,75,30,1.99,GB,1598212800
sioux lookout,50.1,-91.92,75.2,73,75,6.93,CA,1598212800
hirara,24.8,125.28,85.06,78,100,25.43,JP,1598212800
pochutla,15.74,-96.47,86.0,70,90,6.26,MX,1598212800
bull savanna,17.89,-77.59,82.47,77,100,6.35,JM,1598212800
lyman,48.99,37.8,63.43,49,0,4.94,UA,1598212800
pyapon,16.28,95.68,77.25,90,100,5.08,MM,1598212801
